invoice_id,vendor_id,inventory_id,purchase_date,quantity,unit_cost,total_cost,payment_status,account_code,delivery_date
INVX00007300,V009,INV0001,2025-03-15,6,11.99,71.94,Paid,AC7764,2025-03-18
INVX00007301,V009,INV0001,2025-03-15,8,13.26,106.08,Pending,AC1072,2025-03-15
INVX00007400,V009,INV0001,2025-03-16,6,11.6,69.6,Pending,AC5211,2025-03-19
INVX00007401,V009,INV0001,2025-03-16,10,19.19,191.9,Paid,AC4374,2025-03-16
INVX00007500,V009,INV0001,2025-03-17,6,2.69,16.14,Paid,AC5895,2025-03-17
INVX00007501,V009,INV0001,2025-03-17,5,16.7,83.5,Pending,AC3785,2025-03-21
INVX00007600,V009,INV0001,2025-03-18,4,17.59,70.36,Pending,AC2442,2025-03-20
INVX00007601,V009,INV0001,2025-03-18,6,11.76,70.56,Pending,AC5107,2025-03-18
INVX00007700,V009,INV0001,2025-03-19,3,4.3,12.9,Pending,AC3978,2025-03-20
INVX00007800,V009,INV0001,2025-03-20,9,13.66,122.94,Pending,AC3964,2025-03-21
INVX00007801,V009,INV0001,2025-03-20,4,3.57,14.28,Pending,AC8340,2025-03-23
INVX00007900,V009,INV0001,2025-03-21,14,12.45,174.3,Paid,AC7610,2025-03-23
INVX00007901,V009,INV0001,2025-03-21,5,15.83,79.15,Pending,AC7488,2025-03-22
INVX00007902,V009,INV0001,2025-03-21,14,19.9,278.6,Paid,AC6175,2025-03-21
INVX00008000,V009,INV0001,2025-03-22,5,17.85,89.25,Pending,AC1767,2025-03-26
INVX00008001,V009,INV0001,2025-03-22,3,7.99,23.97,Pending,AC2549,2025-03-26
INVX00008002,V009,INV0001,2025-03-22,13,15.62,203.06,Pending,AC5481,2025-03-24
INVX00008100,V009,INV0001,2025-03-23,1,7.15,7.15,Pending,AC9433,2025-03-27
INVX00008200,V009,INV0001,2025-03-24,5,17.04,85.2,Paid,AC8961,2025-03-27
INVX00008201,V009,INV0001,2025-03-24,2,7.17,14.34,Pending,AC1593,2025-03-26
INVX00008202,V009,INV0001,2025-03-24,9,12.67,114.03,Paid,AC4493,2025-03-25
INVX00008300,V009,INV0001,2025-03-25,1,16.37,16.37,Pending,AC7172,2025-03-25
INVX00008400,V009,INV0001,2025-03-26,12,10.73,128.76,Paid,AC5940,2025-03-26
INVX00008500,V009,INV0001,2025-03-27,11,8.83,97.13,Paid,AC7493,2025-03-28
INVX00008501,V009,INV0001,2025-03-27,6,2.57,15.42,Pending,AC8504,2025-03-27
INVX00008502,V009,INV0001,2025-03-27,9,8.26,74.34,Pending,AC2827,2025-03-30
INVX00008600,V009,INV0001,2025-03-28,12,3.98,47.76,Pending,AC8569,2025-03-28
INVX00008601,V009,INV0001,2025-03-28,9,8.14,73.26,Pending,AC7267,2025-03-29
INVX00008602,V009,INV0001,2025-03-28,9,4.11,36.99,Pending,AC3461,2025-03-31
INVX00008700,V009,INV0001,2025-03-29,12,18.46,221.52,Pending,AC3196,2025-04-02
INVX00008800,V009,INV0001,2025-03-30,3,3.86,11.58,Pending,AC9652,2025-04-01
INVX00008801,V009,INV0001,2025-03-30,5,12.22,61.1,Pending,AC9706,2025-04-01
INVX00008900,V009,INV0001,2025-03-31,10,15.1,151.0,Pending,AC3159,2025-04-04
INVX00009000,V009,INV0001,2025-04-01,14,15.24,213.36,Paid,AC8544,2025-04-04
INVX00009001,V009,INV0001,2025-04-01,11,15.37,169.07,Paid,AC6110,2025-04-03
INVX00009100,V009,INV0001,2025-04-02,6,8.84,53.04,Pending,AC5966,2025-04-06
INVX00009200,V009,INV0001,2025-04-03,8,13.85,110.8,Pending,AC4390,2025-04-05
INVX00009201,V009,INV0001,2025-04-03,6,14.21,85.26,Pending,AC1541,2025-04-04
INVX00009300,V009,INV0001,2025-04-04,9,18.73,168.57,Paid,AC2283,2025-04-07
INVX00009301,V009,INV0001,2025-04-04,11,14.03,154.33,Paid,AC3125,2025-04-07
INVX00009302,V009,INV0001,2025-04-04,11,15.06,165.66,Pending,AC4471,2025-04-08
INVX00009400,V009,INV0001,2025-04-05,1,18.66,18.66,Paid,AC7900,2025-04-07
INVX00009401,V009,INV0001,2025-04-05,10,17.2,172.0,Pending,AC8999,2025-04-09
INVX00009500,V009,INV0001,2025-04-06,2,18.28,36.56,Pending,AC4384,2025-04-09
INVX00009501,V009,INV0001,2025-04-06,6,2.09,12.54,Pending,AC8531,2025-04-09
INVX00009502,V009,INV0001,2025-04-06,9,15.28,137.52,Pending,AC7868,2025-04-09
INVX00009600,V009,INV0001,2025-04-07,10,11.68,116.8,Paid,AC1689,2025-04-07
INVX00009601,V009,INV0001,2025-04-07,11,7.6,83.6,Paid,AC1671,2025-04-09
INVX00009700,V009,INV0001,2025-04-08,2,14.68,29.36,Paid,AC7633,2025-04-08
INVX00009800,V009,INV0001,2025-04-09,3,13.37,40.11,Pending,AC9535,2025-04-12
INVX00009801,V009,INV0001,2025-04-09,11,9.73,107.03,Pending,AC2854,2025-04-09
INVX00009900,V009,INV0001,2025-04-10,10,10.46,104.6,Pending,AC7744,2025-04-12
INVX00010000,V009,INV0001,2025-04-11,8,11.13,89.04,Pending,AC7971,2025-04-14
INVX00010001,V009,INV0001,2025-04-11,0,16.07,0.0,Paid,AC5943,2025-04-13
INVX00010002,V009,INV0001,2025-04-11,0,18.22,0.0,Pending,AC2898,2025-04-11
INVX00010100,V009,INV0001,2025-04-12,14,2.59,36.26,Pending,AC8183,2025-04-12
INVX00010101,V009,INV0001,2025-04-12,13,19.7,256.1,Paid,AC1669,2025-04-16
INVX00010200,V009,INV0001,2025-04-13,4,7.4,29.6,Paid,AC1645,2025-04-15
INVX00010201,V009,INV0001,2025-04-13,0,6.97,0.0,Paid,AC6569,2025-04-16
INVX00010202,V009,INV0001,2025-04-13,0,6.97,0.0,Pending,AC1587,2025-04-16
INVX00010300,V009,INV0001,2025-04-14,7,12.8,89.6,Pending,AC7416,2025-04-18
INVX00010400,V009,INV0001,2025-04-15,5,1.63,8.15,Paid,AC1948,2025-04-18
INVX00010401,V009,INV0001,2025-04-15,9,18.17,163.53,Paid,AC5646,2025-04-15
INVX00010402,V009,INV0001,2025-04-15,0,2.12,0.0,Paid,AC2138,2025-04-15
INVX00010500,V009,INV0001,2025-04-16,10,19.36,193.6,Pending,AC2967,2025-04-16
INVX00010501,V009,INV0001,2025-04-16,3,19.48,58.44,Paid,AC6394,2025-04-16
INVX00010600,V009,INV0001,2025-04-17,4,3.14,12.56,Pending,AC2460,2025-04-21
INVX00010601,V009,INV0001,2025-04-17,4,2.83,11.32,Pending,AC1264,2025-04-17
INVX00010602,V009,INV0001,2025-04-17,8,6.39,51.12,Pending,AC2762,2025-04-17
INVX00010700,V009,INV0001,2025-04-18,5,10.91,54.55,Paid,AC8851,2025-04-18
INVX00010701,V009,INV0001,2025-04-18,5,2.78,13.9,Paid,AC5577,2025-04-18
INVX00010800,V009,INV0001,2025-04-19,10,4.13,41.3,Pending,AC8986,2025-04-22
INVX00010801,V009,INV0001,2025-04-19,9,14.35,129.15,Pending,AC2846,2025-04-22
INVX00010802,V009,INV0001,2025-04-19,12,5.45,65.4,Pending,AC9770,2025-04-22
INVX00010900,V009,INV0001,2025-04-20,11,3.66,40.26,Pending,AC8616,2025-04-20
INVX00010901,V009,INV0001,2025-04-20,13,9.99,129.87,Paid,AC9333,2025-04-22
INVX00011000,V009,INV0001,2025-04-21,4,3.05,12.2,Pending,AC1340,2025-04-25
INVX00011001,V009,INV0001,2025-04-21,1,5.15,5.15,Pending,AC6482,2025-04-21
INVX00011002,V009,INV0001,2025-04-21,2,16.52,33.04,Paid,AC5648,2025-04-21
INVX00011100,V009,INV0001,2025-04-22,12,19.86,238.32,Paid,AC4629,2025-04-26
INVX00011101,V009,INV0001,2025-04-22,0,8.41,0.0,Paid,AC7132,2025-04-26
INVX00011102,V009,INV0001,2025-04-22,0,13.82,0.0,Paid,AC7246,2025-04-25
INVX00011200,V009,INV0001,2025-04-23,1,9.67,9.67,Pending,AC2774,2025-04-26
INVX00011201,V009,INV0001,2025-04-23,2,15.27,30.54,Paid,AC1331,2025-04-24
INVX00011300,V009,INV0001,2025-04-24,14,3.7,51.8,Paid,AC5008,2025-04-27
INVX00011301,V009,INV0001,2025-04-24,3,9.53,28.59,Paid,AC8980,2025-04-25
INVX00011302,V009,INV0001,2025-04-24,5,3.34,16.7,Paid,AC5318,2025-04-24
INVX00011400,V009,INV0001,2025-04-25,10,8.03,80.3,Pending,AC2635,2025-04-28
INVX00011401,V009,INV0001,2025-04-25,1,10.99,10.99,Pending,AC7583,2025-04-28
INVX00011402,V009,INV0001,2025-04-25,5,13.27,66.35,Paid,AC5928,2025-04-25
INVX00011500,V009,INV0001,2025-04-26,3,19.47,58.41,Pending,AC4415,2025-04-28
INVX00011600,V009,INV0001,2025-04-27,12,6.97,83.64,Paid,AC7789,2025-04-30
INVX00011601,V009,INV0001,2025-04-27,2,16.71,33.42,Paid,AC9988,2025-05-01
INVX00011700,V009,INV0001,2025-04-28,3,6.74,20.22,Pending,AC8730,2025-04-29
INVX00011701,V009,INV0001,2025-04-28,1,10.64,10.64,Paid,AC9491,2025-04-30
INVX00011702,V009,INV0001,2025-04-28,7,11.35,79.45,Paid,AC2627,2025-05-02
INVX00011800,V009,INV0001,2025-04-29,3,3.52,10.56,Paid,AC2140,2025-04-30
INVX00011801,V009,INV0001,2025-04-29,11,7.72,84.92,Paid,AC4211,2025-05-03
INVX00011900,V009,INV0001,2025-04-30,7,8.13,56.91,Pending,AC9125,2025-05-02
INVX00011901,V009,INV0001,2025-04-30,11,18.46,203.06,Paid,AC4825,2025-04-30
INVX00012000,V009,INV0001,2025-05-01,6,5.86,35.16,Paid,AC8661,2025-05-05
INVX00012001,V009,INV0001,2025-05-01,1,1.36,1.36,Pending,AC5117,2025-05-05
INVX00012002,V009,INV0001,2025-05-01,0,14.73,0.0,Pending,AC3953,2025-05-02
INVX00012100,V009,INV0001,2025-05-02,14,1.27,17.78,Paid,AC4363,2025-05-02
INVX00012101,V009,INV0001,2025-05-02,5,15.07,75.35,Paid,AC5236,2025-05-06
INVX00012102,V009,INV0001,2025-05-02,12,13.51,162.12,Paid,AC9448,2025-05-05
INVX00012200,V009,INV0001,2025-05-03,8,3.15,25.2,Pending,AC8913,2025-05-06
INVX00012201,V009,INV0001,2025-05-03,6,1.95,11.7,Pending,AC2497,2025-05-07
INVX00012300,V009,INV0001,2025-05-04,1,14.68,14.68,Pending,AC6565,2025-05-05
INVX00012301,V009,INV0001,2025-05-04,10,16.61,166.1,Pending,AC9851,2025-05-05
INVX00012400,V009,INV0001,2025-05-05,2,16.65,33.3,Paid,AC8016,2025-05-08
INVX00012401,V009,INV0001,2025-05-05,1,7.03,7.03,Paid,AC8161,2025-05-09
INVX00012500,V009,INV0001,2025-05-06,1,3.47,3.47,Paid,AC6793,2025-05-09
INVX00012600,V009,INV0001,2025-05-07,1,18.67,18.67,Paid,AC8094,2025-05-08
INVX00012700,V009,INV0001,2025-05-08,12,17.45,209.4,Paid,AC4374,2025-05-09
INVX00012701,V009,INV0001,2025-05-08,14,15.64,218.96,Paid,AC6574,2025-05-08
INVX00012702,V009,INV0001,2025-05-08,13,8.91,115.83,Paid,AC5424,2025-05-10
INVX00012800,V009,INV0001,2025-05-09,12,1.99,23.88,Pending,AC2461,2025-05-09
INVX00012801,V009,INV0001,2025-05-09,4,2.62,10.48,Paid,AC2548,2025-05-09
INVX00012900,V009,INV0001,2025-05-10,6,14.48,86.88,Pending,AC1674,2025-05-10
INVX00012901,V009,INV0001,2025-05-10,3,8.68,26.04,Paid,AC4253,2025-05-13
INVX00013000,V009,INV0001,2025-05-11,1,10.9,10.9,Pending,AC7091,2025-05-13
INVX00013001,V009,INV0001,2025-05-11,6,1.32,7.92,Paid,AC3222,2025-05-11
INVX00013002,V009,INV0001,2025-05-11,2,4.45,8.9,Paid,AC5063,2025-05-15
INVX00013100,V009,INV0001,2025-05-12,5,13.28,66.4,Paid,AC8395,2025-05-14
INVX00013101,V009,INV0001,2025-05-12,9,11.39,102.51,Pending,AC9835,2025-05-14
INVX00013102,V009,INV0001,2025-05-12,13,5.34,69.42,Pending,AC6345,2025-05-15
INVX00013200,V009,INV0001,2025-05-13,5,11.08,55.4,Pending,AC7683,2025-05-13
INVX00013201,V009,INV0001,2025-05-13,1,5.28,5.28,Pending,AC1025,2025-05-13
INVX00013202,V009,INV0001,2025-05-13,10,6.99,69.9,Paid,AC7410,2025-05-17
INVX00013300,V009,INV0001,2025-05-14,0,7.41,0.0,Pending,AC3606,2025-05-14
INVX00013400,V009,INV0001,2025-05-15,13,19.03,247.39,Pending,AC8557,2025-05-16
INVX00013401,V009,INV0001,2025-05-15,14,11.38,159.32,Paid,AC2757,2025-05-17
INVX00013402,V009,INV0001,2025-05-15,6,17.42,104.52,Pending,AC1492,2025-05-17
INVX00013500,V009,INV0001,2025-05-16,9,4.74,42.66,Paid,AC3743,2025-05-18
INVX00013501,V009,INV0001,2025-05-16,10,10.93,109.3,Pending,AC6258,2025-05-20
INVX00013600,V009,INV0001,2025-05-17,13,18.93,246.09,Paid,AC9436,2025-05-18
INVX00013601,V009,INV0001,2025-05-17,2,15.39,30.78,Paid,AC3409,2025-05-20
INVX00013602,V009,INV0001,2025-05-17,13,13.17,171.21,Paid,AC4667,2025-05-18
INVX00013700,V009,INV0001,2025-05-18,11,1.55,17.05,Paid,AC4947,2025-05-22
INVX00013800,V009,INV0001,2025-05-19,1,1.85,1.85,Paid,AC5422,2025-05-19
INVX00013801,V009,INV0001,2025-05-19,3,8.46,25.38,Paid,AC8778,2025-05-19
INVX00013802,V009,INV0001,2025-05-19,7,11.97,83.79,Pending,AC5369,2025-05-23
INVX00013900,V009,INV0001,2025-05-20,10,16.96,169.6,Paid,AC5200,2025-05-24
INVX00013901,V009,INV0001,2025-05-20,10,19.17,191.7,Pending,AC2772,2025-05-20
INVX00013902,V009,INV0001,2025-05-20,13,9.2,119.6,Pending,AC3871,2025-05-22
INVX00014000,V009,INV0001,2025-05-21,7,18.98,132.86,Pending,AC8812,2025-05-25
INVX00014001,V009,INV0001,2025-05-21,11,15.83,174.13,Pending,AC9275,2025-05-22
INVX00014002,V009,INV0001,2025-05-21,0,4.88,0.0,Pending,AC7696,2025-05-23
INVX00014100,V009,INV0001,2025-05-22,5,8.44,42.2,Paid,AC8997,2025-05-22
INVX00014200,V009,INV0001,2025-05-23,3,1.99,5.97,Pending,AC4109,2025-05-25
INVX00014201,V009,INV0001,2025-05-23,4,15.1,60.4,Paid,AC7028,2025-05-24
INVX00014202,V009,INV0001,2025-05-23,2,18.02,36.04,Paid,AC7680,2025-05-25
