date,product_name,category,stock,days_left,waste_risk
2025-06-06,Milk 1L,Dairy,0,0,Low
2025-06-07,Milk 1L,Dairy,0,0,Low
2025-06-08,Milk 1L,Dairy,0,0,Low
2025-06-09,Milk 1L,Dairy,0,0,Low
2025-06-10,Milk 1L,Dairy,0,0,Low
2025-06-11,Milk 1L,Dairy,0,0,Low
2025-06-12,Milk 1L,Dairy,0,0,Low
2025-06-13,Milk 1L,Dairy,0,0,Low
2025-06-14,Milk 1L,Dairy,0,0,Low
2025-06-15,Milk 1L,Dairy,0,0,Low
2025-06-16,Milk 1L,Dairy,0,0,Low
2025-06-17,Milk 1L,Dairy,0,0,Low
2025-06-18,Milk 1L,Dairy,0,0,Low
2025-06-19,Milk 1L,Dairy,0,0,Low
2025-06-20,Milk 1L,Dairy,0,0,Low
2025-06-21,Milk 1L,Dairy,0,0,Low
2025-06-22,Milk 1L,Dairy,0,0,Low
2025-06-23,Milk 1L,Dairy,0,0,Low
2025-06-24,Milk 1L,Dairy,0,0,Low
2025-06-25,Milk 1L,Dairy,0,0,Low
2025-06-26,Milk 1L,Dairy,0,0,Low
2025-06-27,Milk 1L,Dairy,0,0,Low
2025-06-28,Milk 1L,Dairy,0,0,Low
2025-06-29,Milk 1L,Dairy,0,0,Low
2025-06-30,Milk 1L,Dairy,0,0,Low
2025-07-01,Milk 1L,Dairy,0,0,Low
2025-07-02,Milk 1L,Dairy,0,0,Low
2025-07-03,Milk 1L,Dairy,0,0,Low
2025-07-04,Milk 1L,Dairy,0,0,Low
2025-07-05,Milk 1L,Dairy,0,0,Low
2025-07-06,Milk 1L,Dairy,0,0,Low
2025-07-07,Milk 1L,Dairy,0,0,Low
2025-07-08,Milk 1L,Dairy,0,0,Low
2025-07-09,Milk 1L,Dairy,0,0,Low
2025-07-10,Milk 1L,Dairy,0,0,Low
2025-07-11,Milk 1L,Dairy,0,0,Low
2025-07-12,Milk 1L,Dairy,0,0,Low
2025-07-13,Milk 1L,Dairy,0,0,Low
2025-07-14,Milk 1L,Dairy,0,0,Low
2025-07-15,Milk 1L,Dairy,0,0,Low
2025-07-16,Milk 1L,Dairy,0,0,Low
2025-07-17,Milk 1L,Dairy,0,0,Low
2025-07-18,Milk 1L,Dairy,0,0,Low
2025-07-19,Milk 1L,Dairy,0,0,Low
2025-07-20,Milk 1L,Dairy,0,0,Low
2025-07-21,Milk 1L,Dairy,0,0,Low
2025-07-22,Milk 1L,Dairy,0,0,Low
2025-07-23,Milk 1L,Dairy,0,0,Low
2025-07-24,Milk 1L,Dairy,0,0,Low
2025-07-25,Milk 1L,Dairy,0,0,Low
2025-07-26,Milk 1L,Dairy,0,0,Low
2025-07-27,Milk 1L,Dairy,0,0,Low
2025-07-28,Milk 1L,Dairy,0,0,Low
2025-07-29,Milk 1L,Dairy,0,0,Low
2025-07-30,Milk 1L,Dairy,0,0,Low
2025-07-31,Milk 1L,Dairy,0,0,Low
2025-08-01,Milk 1L,Dairy,0,0,Low
2025-08-02,Milk 1L,Dairy,0,0,Low
2025-08-03,Milk 1L,Dairy,0,0,Low
2025-08-04,Milk 1L,Dairy,0,0,Low
2025-08-05,Milk 1L,Dairy,0,0,Low
2025-08-06,Milk 1L,Dairy,0,0,Low
2025-08-07,Milk 1L,Dairy,0,0,Low
2025-08-08,Milk 1L,Dairy,0,0,Low
2025-08-09,Milk 1L,Dairy,0,0,Low
2025-08-10,Milk 1L,Dairy,0,0,Low
2025-08-11,Milk 1L,Dairy,0,0,Low
2025-08-12,Milk 1L,Dairy,0,0,Low
2025-08-13,Milk 1L,Dairy,0,0,Low
2025-08-14,Milk 1L,Dairy,0,0,Low
2025-08-15,Milk 1L,Dairy,0,0,Low
2025-08-16,Milk 1L,Dairy,0,0,Low
2025-08-17,Milk 1L,Dairy,0,0,Low
2025-08-18,Milk 1L,Dairy,0,0,Low
2025-08-19,Milk 1L,Dairy,0,0,Low
2025-08-20,Milk 1L,Dairy,0,0,Low
2025-08-21,Milk 1L,Dairy,0,0,Low
2025-08-22,Milk 1L,Dairy,0,0,Low
2025-08-23,Milk 1L,Dairy,0,0,Low
2025-08-24,Milk 1L,Dairy,0,0,Low
2025-08-25,Milk 1L,Dairy,0,0,Low
2025-08-26,Milk 1L,Dairy,0,0,Low
2025-08-27,Milk 1L,Dairy,0,0,Low
2025-08-28,Milk 1L,Dairy,0,0,Low
2025-08-29,Milk 1L,Dairy,0,0,Low
2025-08-30,Milk 1L,Dairy,0,0,Low
2025-08-31,Milk 1L,Dairy,0,0,Low
2025-09-01,Milk 1L,Dairy,0,0,Low
2025-09-02,Milk 1L,Dairy,0,0,Low
2025-09-03,Milk 1L,Dairy,0,0,Low
2025-09-04,Milk 1L,Dairy,0,0,Low
2025-09-05,Milk 1L,Dairy,0,0,Low
2025-09-06,Milk 1L,Dairy,0,0,Low
2025-09-07,Milk 1L,Dairy,0,0,Low
2025-09-08,Milk 1L,Dairy,0,0,Low
2025-09-09,Milk 1L,Dairy,0,0,Low
2025-09-10,Milk 1L,Dairy,0,0,Low
2025-09-11,Milk 1L,Dairy,0,0,Low
2025-09-12,Milk 1L,Dairy,0,0,Low
2025-09-13,Milk 1L,Dairy,0,0,Low
2025-09-14,Milk 1L,Dairy,0,0,Low
2025-09-15,Milk 1L,Dairy,0,0,Low
2025-09-16,Milk 1L,Dairy,0,0,Low
2025-09-17,Milk 1L,Dairy,0,0,Low
2025-09-18,Milk 1L,Dairy,0,0,Low
2025-09-19,Milk 1L,Dairy,0,0,Low
2025-09-20,Milk 1L,Dairy,0,0,Low
2025-09-21,Milk 1L,Dairy,0,0,Low
2025-09-22,Milk 1L,Dairy,0,0,Low
2025-09-23,Milk 1L,Dairy,0,0,Low
2025-09-24,Milk 1L,Dairy,0,0,Low
2025-09-25,Milk 1L,Dairy,0,0,Low
2025-09-26,Milk 1L,Dairy,0,0,Low
2025-09-27,Milk 1L,Dairy,0,0,Low
2025-09-28,Milk 1L,Dairy,0,0,Low
2025-09-29,Milk 1L,Dairy,0,0,Low
2025-09-30,Milk 1L,Dairy,0,0,Low
2025-10-01,Milk 1L,Dairy,0,0,Low
2025-10-02,Milk 1L,Dairy,0,0,Low
2025-10-03,Milk 1L,Dairy,0,0,Low
2025-10-04,Milk 1L,Dairy,0,0,Low
2025-10-05,Milk 1L,Dairy,0,0,Low
2025-10-06,Milk 1L,Dairy,0,0,Low
2025-10-07,Milk 1L,Dairy,0,0,Low
2025-10-08,Milk 1L,Dairy,0,0,Low
2025-10-09,Milk 1L,Dairy,0,0,Low
2025-10-10,Milk 1L,Dairy,0,0,Low
2025-10-11,Milk 1L,Dairy,0,0,Low
2025-10-12,Milk 1L,Dairy,0,0,Low
2025-10-13,Milk 1L,Dairy,0,0,Low
2025-10-14,Milk 1L,Dairy,0,0,Low
2025-10-15,Milk 1L,Dairy,0,0,Low
2025-10-16,Milk 1L,Dairy,0,0,Low
2025-10-17,Milk 1L,Dairy,0,0,Low
2025-10-18,Milk 1L,Dairy,0,0,Low
2025-10-19,Milk 1L,Dairy,0,0,Low
2025-10-20,Milk 1L,Dairy,0,0,Low
2025-10-21,Milk 1L,Dairy,0,0,Low
2025-10-22,Milk 1L,Dairy,0,0,Low
2025-10-23,Milk 1L,Dairy,0,0,Low
2025-10-24,Milk 1L,Dairy,0,0,Low
2025-10-25,Milk 1L,Dairy,0,0,Low
2025-10-26,Milk 1L,Dairy,0,0,Low
2025-10-27,Milk 1L,Dairy,0,0,Low
2025-10-28,Milk 1L,Dairy,0,0,Low
2025-10-29,Milk 1L,Dairy,0,0,Low
2025-10-30,Milk 1L,Dairy,0,0,Low
2025-10-31,Milk 1L,Dairy,0,0,Low
2025-11-01,Milk 1L,Dairy,0,0,Low
2025-11-02,Milk 1L,Dairy,0,0,Low
2025-11-03,Milk 1L,Dairy,0,0,Low
2025-11-04,Milk 1L,Dairy,0,0,Low
2025-11-05,Milk 1L,Dairy,0,0,Low
2025-11-06,Milk 1L,Dairy,0,0,Low
2025-11-07,Milk 1L,Dairy,0,0,Low
2025-11-08,Milk 1L,Dairy,0,0,Low
2025-11-09,Milk 1L,Dairy,0,0,Low
2025-11-10,Milk 1L,Dairy,0,0,Low
2025-11-11,Milk 1L,Dairy,0,0,Low
2025-11-12,Milk 1L,Dairy,0,0,Low
2025-11-13,Milk 1L,Dairy,0,0,Low
2025-11-14,Milk 1L,Dairy,0,0,Low
2025-11-15,Milk 1L,Dairy,0,0,Low
2025-11-16,Milk 1L,Dairy,0,0,Low
2025-11-17,Milk 1L,Dairy,0,0,Low
2025-11-18,Milk 1L,Dairy,0,0,Low
2025-11-19,Milk 1L,Dairy,0,0,Low
2025-11-20,Milk 1L,Dairy,0,0,Low
2025-11-21,Milk 1L,Dairy,0,0,Low
2025-11-22,Milk 1L,Dairy,0,0,Low
2025-11-23,Milk 1L,Dairy,0,0,Low
2025-11-24,Milk 1L,Dairy,0,0,Low
2025-11-25,Milk 1L,Dairy,0,0,Low
2025-11-26,Milk 1L,Dairy,0,0,Low
2025-11-27,Milk 1L,Dairy,0,0,Low
2025-11-28,Milk 1L,Dairy,0,0,Low
2025-11-29,Milk 1L,Dairy,0,0,Low
2025-11-30,Milk 1L,Dairy,0,0,Low
2025-12-01,Milk 1L,Dairy,0,0,Low
2025-12-02,Milk 1L,Dairy,0,0,Low
2025-12-03,Milk 1L,Dairy,0,0,Low
2025-12-04,Milk 1L,Dairy,0,0,Low
2025-12-05,Milk 1L,Dairy,0,0,Low
2025-12-06,Milk 1L,Dairy,0,0,Low
2025-12-07,Milk 1L,Dairy,0,0,Low
2025-12-08,Milk 1L,Dairy,0,0,Low
2025-12-09,Milk 1L,Dairy,0,0,Low
2025-12-10,Milk 1L,Dairy,0,0,Low
2025-12-11,Milk 1L,Dairy,0,0,Low
2025-12-12,Milk 1L,Dairy,0,0,Low
2025-12-13,Milk 1L,Dairy,0,0,Low
2025-12-14,Milk 1L,Dairy,0,0,Low
2025-12-15,Milk 1L,Dairy,0,0,Low
2025-12-16,Milk 1L,Dairy,0,0,Low
2025-12-17,Milk 1L,Dairy,0,0,Low
2025-12-18,Milk 1L,Dairy,0,0,Low
2025-12-19,Milk 1L,Dairy,0,0,Low
2025-12-20,Milk 1L,Dairy,0,0,Low
2025-12-21,Milk 1L,Dairy,0,0,Low
2025-12-22,Milk 1L,Dairy,0,0,Low
2025-12-23,Milk 1L,Dairy,0,0,Low
2025-12-24,Milk 1L,Dairy,0,0,Low
2025-12-25,Milk 1L,Dairy,0,0,Low
2025-12-26,Milk 1L,Dairy,0,0,Low
2025-12-27,Milk 1L,Dairy,0,0,Low
2025-12-28,Milk 1L,Dairy,0,0,Low
2025-12-29,Milk 1L,Dairy,0,0,Low
2025-12-30,Milk 1L,Dairy,0,0,Low
2025-12-31,Milk 1L,Dairy,0,0,Low
2025-01-01,Cheddar Cheese,Dairy,407,20,Low
2025-01-02,Cheddar Cheese,Dairy,372,19,Low
2025-01-03,Cheddar Cheese,Dairy,339,18,Low
2025-01-04,Cheddar Cheese,Dairy,300,17,Low
2025-01-05,Cheddar Cheese,Dairy,271,16,Low
2025-01-06,Cheddar Cheese,Dairy,244,15,Low
2025-01-07,Cheddar Cheese,Dairy,221,14,Low
2025-01-08,Cheddar Cheese,Dairy,205,13,Low
2025-01-09,Cheddar Cheese,Dairy,187,12,Low
2025-01-10,Cheddar Cheese,Dairy,168,11,Low
2025-01-11,Cheddar Cheese,Dairy,153,10,Low
2025-01-12,Cheddar Cheese,Dairy,138,9,Low
2025-01-13,Cheddar Cheese,Dairy,125,8,Low
2025-01-14,Cheddar Cheese,Dairy,112,7,Low
2025-01-15,Cheddar Cheese,Dairy,104,6,Low
2025-01-16,Cheddar Cheese,Dairy,96,5,Medium
2025-01-17,Cheddar Cheese,Dairy,88,4,Medium
2025-01-18,Cheddar Cheese,Dairy,79,3,Medium
2025-01-19,Cheddar Cheese,Dairy,68,2,High
2025-01-20,Cheddar Cheese,Dairy,62,1,High
2025-01-21,Cheddar Cheese,Dairy,57,0,High
2025-01-22,Cheddar Cheese,Dairy,51,0,High
2025-01-23,Cheddar Cheese,Dairy,46,0,High
2025-01-24,Cheddar Cheese,Dairy,43,0,High
2025-01-25,Cheddar Cheese,Dairy,39,0,High
2025-01-26,Cheddar Cheese,Dairy,35,0,High
2025-01-27,Cheddar Cheese,Dairy,29,0,High
2025-01-28,Cheddar Cheese,Dairy,23,0,High
2025-01-29,Cheddar Cheese,Dairy,21,0,High
2025-01-30,Cheddar Cheese,Dairy,16,0,High
2025-01-31,Cheddar Cheese,Dairy,16,0,High
2025-02-01,Cheddar Cheese,Dairy,16,0,High
2025-02-02,Cheddar Cheese,Dairy,14,0,High
2025-02-03,Cheddar Cheese,Dairy,14,0,High
2025-02-04,Cheddar Cheese,Dairy,12,0,High
2025-02-05,Cheddar Cheese,Dairy,12,0,High
2025-02-06,Cheddar Cheese,Dairy,10,0,High
2025-02-07,Cheddar Cheese,Dairy,10,0,High
2025-02-08,Cheddar Cheese,Dairy,10,0,High
2025-02-09,Cheddar Cheese,Dairy,9,0,High
2025-02-10,Cheddar Cheese,Dairy,9,0,High
2025-02-11,Cheddar Cheese,Dairy,6,0,High
2025-02-12,Cheddar Cheese,Dairy,1,0,High
2025-02-13,Cheddar Cheese,Dairy,0,0,Low
2025-02-14,Cheddar Cheese,Dairy,0,0,Low
2025-02-15,Cheddar Cheese,Dairy,0,0,Low
2025-02-16,Cheddar Cheese,Dairy,0,0,Low
2025-02-17,Cheddar Cheese,Dairy,0,0,Low
2025-02-18,Cheddar Cheese,Dairy,0,0,Low
2025-02-19,Cheddar Cheese,Dairy,0,0,Low
2025-02-20,Cheddar Cheese,Dairy,0,0,Low
2025-02-21,Cheddar Cheese,Dairy,0,0,Low
2025-02-22,Cheddar Cheese,Dairy,0,0,Low
2025-02-23,Cheddar Cheese,Dairy,0,0,Low
2025-02-24,Cheddar Cheese,Dairy,0,0,Low
2025-02-25,Cheddar Cheese,Dairy,0,0,Low
2025-02-26,Cheddar Cheese,Dairy,0,0,Low
2025-02-27,Cheddar Cheese,Dairy,0,0,Low
2025-02-28,Cheddar Cheese,Dairy,0,0,Low
2025-03-01,Cheddar Cheese,Dairy,0,0,Low
2025-03-02,Cheddar Cheese,Dairy,0,0,Low
2025-03-03,Cheddar Cheese,Dairy,0,0,Low
2025-03-04,Cheddar Cheese,Dairy,0,0,Low
2025-03-05,Cheddar Cheese,Dairy,0,0,Low
2025-03-06,Cheddar Cheese,Dairy,0,0,Low
2025-03-07,Cheddar Cheese,Dairy,0,0,Low
2025-03-08,Cheddar Cheese,Dairy,0,0,Low
2025-03-09,Cheddar Cheese,Dairy,0,0,Low
2025-03-10,Cheddar Cheese,Dairy,0,0,Low
2025-03-11,Cheddar Cheese,Dairy,0,0,Low
2025-03-12,Cheddar Cheese,Dairy,0,0,Low
2025-03-13,Cheddar Cheese,Dairy,0,0,Low
2025-03-14,Cheddar Cheese,Dairy,0,0,Low
2025-03-15,Cheddar Cheese,Dairy,0,0,Low
2025-03-16,Cheddar Cheese,Dairy,0,0,Low
2025-03-17,Cheddar Cheese,Dairy,0,0,Low
2025-03-18,Cheddar Cheese,Dairy,0,0,Low
2025-03-19,Cheddar Cheese,Dairy,0,0,Low
2025-03-20,Cheddar Cheese,Dairy,0,0,Low
2025-03-21,Cheddar Cheese,Dairy,0,0,Low
2025-03-22,Cheddar Cheese,Dairy,0,0,Low
2025-03-23,Cheddar Cheese,Dairy,0,0,Low
2025-03-24,Cheddar Cheese,Dairy,0,0,Low
2025-03-25,Cheddar Cheese,Dairy,0,0,Low
2025-03-26,Cheddar Cheese,Dairy,0,0,Low
2025-03-27,Cheddar Cheese,Dairy,0,0,Low
2025-03-28,Cheddar Cheese,Dairy,0,0,Low
2025-03-29,Cheddar Cheese,Dairy,0,0,Low
2025-03-30,Cheddar Cheese,Dairy,0,0,Low
2025-03-31,Cheddar Cheese,Dairy,0,0,Low
2025-04-01,Cheddar Cheese,Dairy,0,0,Low
2025-04-02,Cheddar Cheese,Dairy,0,0,Low
2025-04-03,Cheddar Cheese,Dairy,0,0,Low
2025-04-04,Cheddar Cheese,Dairy,0,0,Low
2025-04-05,Cheddar Cheese,Dairy,0,0,Low
2025-04-06,Cheddar Cheese,Dairy,0,0,Low
2025-04-07,Cheddar Cheese,Dairy,0,0,Low
2025-04-08,Cheddar Cheese,Dairy,0,0,Low
2025-04-09,Cheddar Cheese,Dairy,0,0,Low
2025-04-10,Cheddar Cheese,Dairy,0,0,Low
2025-04-11,Cheddar Cheese,Dairy,0,0,Low
2025-04-12,Cheddar Cheese,Dairy,0,0,Low
2025-04-13,Cheddar Cheese,Dairy,0,0,Low
2025-04-14,Cheddar Cheese,Dairy,0,0,Low
2025-04-15,Cheddar Cheese,Dairy,0,0,Low
2025-04-16,Cheddar Cheese,Dairy,0,0,Low
2025-04-17,Cheddar Cheese,Dairy,0,0,Low
2025-04-18,Cheddar Cheese,Dairy,0,0,Low
2025-04-19,Cheddar Cheese,Dairy,0,0,Low
2025-04-20,Cheddar Cheese,Dairy,0,0,Low
2025-04-21,Cheddar Cheese,Dairy,0,0,Low
2025-04-22,Cheddar Cheese,Dairy,0,0,Low
2025-04-23,Cheddar Cheese,Dairy,0,0,Low
2025-04-24,Cheddar Cheese,Dairy,0,0,Low
2025-04-25,Cheddar Cheese,Dairy,0,0,Low
2025-04-26,Cheddar Cheese,Dairy,0,0,Low
2025-04-27,Cheddar Cheese,Dairy,0,0,Low
2025-04-28,Cheddar Cheese,Dairy,0,0,Low
2025-04-29,Cheddar Cheese,Dairy,0,0,Low
2025-04-30,Cheddar Cheese,Dairy,0,0,Low
2025-05-01,Cheddar Cheese,Dairy,0,0,Low
2025-05-02,Cheddar Cheese,Dairy,0,0,Low
2025-05-03,Cheddar Cheese,Dairy,0,0,Low
2025-05-04,Cheddar Cheese,Dairy,0,0,Low
2025-05-05,Cheddar Cheese,Dairy,0,0,Low
2025-05-06,Cheddar Cheese,Dairy,0,0,Low
2025-05-07,Cheddar Cheese,Dairy,0,0,Low
2025-05-08,Cheddar Cheese,Dairy,0,0,Low
2025-05-09,Cheddar Cheese,Dairy,0,0,Low
2025-05-10,Cheddar Cheese,Dairy,0,0,Low
2025-05-11,Cheddar Cheese,Dairy,0,0,Low
2025-05-12,Cheddar Cheese,Dairy,0,0,Low
2025-05-13,Cheddar Cheese,Dairy,0,0,Low
2025-05-14,Cheddar Cheese,Dairy,0,0,Low
2025-05-15,Cheddar Cheese,Dairy,0,0,Low
2025-05-16,Cheddar Cheese,Dairy,0,0,Low
2025-05-17,Cheddar Cheese,Dairy,0,0,Low
2025-05-18,Cheddar Cheese,Dairy,0,0,Low
2025-05-19,Cheddar Cheese,Dairy,0,0,Low
2025-05-20,Cheddar Cheese,Dairy,0,0,Low
2025-05-21,Cheddar Cheese,Dairy,0,0,Low
2025-05-22,Cheddar Cheese,Dairy,0,0,Low
2025-05-23,Cheddar Cheese,Dairy,0,0,Low
2025-05-24,Cheddar Cheese,Dairy,0,0,Low
2025-05-25,Cheddar Cheese,Dairy,0,0,Low
2025-05-26,Cheddar Cheese,Dairy,0,0,Low
2025-05-27,Cheddar Cheese,Dairy,0,0,Low
2025-05-28,Cheddar Cheese,Dairy,0,0,Low
2025-05-29,Cheddar Cheese,Dairy,0,0,Low
2025-05-30,Cheddar Cheese,Dairy,0,0,Low
2025-05-31,Cheddar Cheese,Dairy,0,0,Low
2025-06-01,Cheddar Cheese,Dairy,0,0,Low
2025-06-02,Cheddar Cheese,Dairy,0,0,Low
2025-06-03,Cheddar Cheese,Dairy,0,0,Low
2025-06-04,Cheddar Cheese,Dairy,0,0,Low
