date,product_name,demand_qty
2025-05-01,Milk 1L,0
2025-05-02,Milk 1L,0
2025-05-03,Milk 1L,0
2025-05-04,Milk 1L,4
2025-05-05,Milk 1L,2
2025-05-06,Milk 1L,2
2025-05-07,Milk 1L,0
2025-05-08,Milk 1L,1
2025-05-09,Milk 1L,0
2025-05-10,Milk 1L,2
2025-05-11,Milk 1L,1
2025-05-12,Milk 1L,0
2025-05-13,Milk 1L,2
2025-05-14,Milk 1L,0
2025-05-15,Milk 1L,2
2025-05-16,Milk 1L,1
2025-05-17,Milk 1L,0
2025-05-18,Milk 1L,0
2025-05-19,Milk 1L,0
2025-05-20,Milk 1L,2
2025-05-21,Milk 1L,0
2025-05-22,Milk 1L,0
2025-05-23,Milk 1L,0
2025-05-24,Milk 1L,2
2025-05-25,Milk 1L,3
2025-05-26,Milk 1L,0
2025-05-27,Milk 1L,0
2025-05-28,Milk 1L,1
2025-05-29,Milk 1L,0
2025-05-30,Milk 1L,1
2025-05-31,Milk 1L,0
2025-06-01,Milk 1L,0
2025-06-02,Milk 1L,0
2025-06-03,Milk 1L,3
2025-06-04,Milk 1L,1
2025-06-05,Milk 1L,0
2025-06-06,Milk 1L,2
2025-06-07,Milk 1L,1
2025-06-08,Milk 1L,2
2025-06-09,Milk 1L,2
2025-06-10,Milk 1L,0
2025-06-11,Milk 1L,2
2025-06-12,Milk 1L,1
2025-06-13,Milk 1L,0
2025-06-14,Milk 1L,0
2025-06-15,Milk 1L,0
2025-06-16,Milk 1L,1
2025-06-17,Milk 1L,3
2025-06-18,Milk 1L,0
2025-06-19,Milk 1L,3
2025-06-20,Milk 1L,1
2025-06-21,Milk 1L,3
2025-06-22,Milk 1L,2
2025-06-23,Milk 1L,0
2025-06-24,Milk 1L,3
2025-06-25,Milk 1L,1
2025-06-26,Milk 1L,1
2025-06-27,Milk 1L,1
2025-06-28,Milk 1L,0
2025-06-29,Milk 1L,2
2025-06-30,Milk 1L,4
2025-07-01,Milk 1L,3
2025-07-02,Milk 1L,3
2025-07-03,Milk 1L,2
2025-07-04,Milk 1L,1
2025-07-05,Milk 1L,2
2025-07-06,Milk 1L,0
2025-07-07,Milk 1L,5
2025-07-08,Milk 1L,1
2025-07-09,Milk 1L,0
2025-07-10,Milk 1L,5
2025-07-11,Milk 1L,0
2025-07-12,Milk 1L,0
2025-07-13,Milk 1L,0
2025-07-14,Milk 1L,3
2025-07-15,Milk 1L,0
2025-07-16,Milk 1L,2
2025-07-17,Milk 1L,1
2025-07-18,Milk 1L,1
2025-07-19,Milk 1L,2
2025-07-20,Milk 1L,3
2025-07-21,Milk 1L,0
2025-07-22,Milk 1L,1
2025-07-23,Milk 1L,3
2025-07-24,Milk 1L,1
2025-07-25,Milk 1L,0
2025-07-26,Milk 1L,3
2025-07-27,Milk 1L,1
2025-07-28,Milk 1L,2
2025-07-29,Milk 1L,0
2025-07-30,Milk 1L,0
2025-07-31,Milk 1L,3
2025-08-01,Milk 1L,0
2025-08-02,Milk 1L,4
2025-08-03,Milk 1L,2
2025-08-04,Milk 1L,1
2025-08-05,Milk 1L,2
2025-08-06,Milk 1L,1
2025-08-07,Milk 1L,0
2025-08-08,Milk 1L,0
2025-08-09,Milk 1L,0
2025-08-10,Milk 1L,1
2025-08-11,Milk 1L,0
2025-08-12,Milk 1L,0
2025-08-13,Milk 1L,2
2025-08-14,Milk 1L,0
2025-08-15,Milk 1L,1
2025-08-16,Milk 1L,1
2025-08-17,Milk 1L,0
2025-08-18,Milk 1L,4
2025-08-19,Milk 1L,0
2025-08-20,Milk 1L,2
2025-08-21,Milk 1L,0
2025-08-22,Milk 1L,0
2025-08-23,Milk 1L,4
2025-08-24,Milk 1L,1
2025-08-25,Milk 1L,1
2025-08-26,Milk 1L,0
2025-08-27,Milk 1L,0
2025-08-28,Milk 1L,0
2025-08-29,Milk 1L,0
2025-08-30,Milk 1L,0
2025-08-31,Milk 1L,0
2025-09-01,Milk 1L,1
2025-09-02,Milk 1L,0
2025-09-03,Milk 1L,1
2025-09-04,Milk 1L,4
2025-09-05,Milk 1L,2
2025-09-06,Milk 1L,0
2025-09-07,Milk 1L,2
2025-09-08,Milk 1L,1
2025-09-09,Milk 1L,1
2025-09-10,Milk 1L,0
2025-09-11,Milk 1L,4
2025-09-12,Milk 1L,0
2025-09-13,Milk 1L,2
2025-09-14,Milk 1L,1
2025-09-15,Milk 1L,2
2025-09-16,Milk 1L,2
2025-09-17,Milk 1L,0
2025-09-18,Milk 1L,0
2025-09-19,Milk 1L,0
2025-09-20,Milk 1L,0
2025-09-21,Milk 1L,0
2025-09-22,Milk 1L,1
2025-09-23,Milk 1L,3
2025-09-24,Milk 1L,0
2025-09-25,Milk 1L,0
2025-09-26,Milk 1L,0
2025-09-27,Milk 1L,2
2025-09-28,Milk 1L,0
2025-09-29,Milk 1L,0
2025-09-30,Milk 1L,5
2025-10-01,Milk 1L,3
2025-10-02,Milk 1L,2
2025-10-03,Milk 1L,0
2025-10-04,Milk 1L,2
2025-10-05,Milk 1L,0
2025-10-06,Milk 1L,2
2025-10-07,Milk 1L,4
2025-10-08,Milk 1L,1
2025-10-09,Milk 1L,3
2025-10-10,Milk 1L,2
2025-10-11,Milk 1L,3
2025-10-12,Milk 1L,0
2025-10-13,Milk 1L,0
2025-10-14,Milk 1L,4
2025-10-15,Milk 1L,3
2025-10-16,Milk 1L,1
2025-10-17,Milk 1L,3
2025-10-18,Milk 1L,3
2025-10-19,Milk 1L,0
2025-10-20,Milk 1L,0
2025-10-21,Milk 1L,3
2025-10-22,Milk 1L,1
2025-10-23,Milk 1L,1
2025-10-24,Milk 1L,3
2025-10-25,Milk 1L,0
2025-10-26,Milk 1L,1
2025-10-27,Milk 1L,0
2025-10-28,Milk 1L,2
2025-10-29,Milk 1L,4
2025-10-30,Milk 1L,3
2025-10-31,Milk 1L,3
2025-11-01,Milk 1L,0
2025-11-02,Milk 1L,0
2025-11-03,Milk 1L,4
2025-11-04,Milk 1L,0
2025-11-05,Milk 1L,2
2025-11-06,Milk 1L,0
2025-11-07,Milk 1L,0
2025-11-08,Milk 1L,2
2025-11-09,Milk 1L,0
2025-11-10,Milk 1L,3
2025-11-11,Milk 1L,5
2025-11-12,Milk 1L,1
2025-11-13,Milk 1L,2
2025-11-14,Milk 1L,4
2025-11-15,Milk 1L,0
2025-11-16,Milk 1L,2
2025-11-17,Milk 1L,0
2025-11-18,Milk 1L,1
2025-11-19,Milk 1L,2
2025-11-20,Milk 1L,2
2025-11-21,Milk 1L,0
2025-11-22,Milk 1L,2
2025-11-23,Milk 1L,3
2025-11-24,Milk 1L,0
2025-11-25,Milk 1L,0
2025-11-26,Milk 1L,0
2025-11-27,Milk 1L,0
2025-11-28,Milk 1L,2
2025-11-29,Milk 1L,2
2025-11-30,Milk 1L,2
2025-12-01,Milk 1L,2
2025-12-02,Milk 1L,2
2025-12-03,Milk 1L,0
2025-12-04,Milk 1L,3
2025-12-05,Milk 1L,1
2025-12-06,Milk 1L,3
2025-12-07,Milk 1L,2
2025-12-08,Milk 1L,0
2025-12-09,Milk 1L,2
2025-12-10,Milk 1L,2
2025-12-11,Milk 1L,2
2025-12-12,Milk 1L,2
2025-12-13,Milk 1L,2
2025-12-14,Milk 1L,2
2025-12-15,Milk 1L,2
2025-12-16,Milk 1L,4
2025-12-17,Milk 1L,0
2025-12-18,Milk 1L,0
2025-12-19,Milk 1L,2
2025-12-20,Milk 1L,0
2025-12-21,Milk 1L,0
2025-12-22,Milk 1L,0
2025-12-23,Milk 1L,2
2025-12-24,Milk 1L,3
2025-12-25,Milk 1L,4
2025-12-26,Milk 1L,3
2025-12-27,Milk 1L,0
2025-12-28,Milk 1L,0
2025-12-29,Milk 1L,0
2025-12-30,Milk 1L,3
2025-12-31,Milk 1L,0
2025-01-01,Cheddar Cheese,41
2025-01-02,Cheddar Cheese,35
2025-01-03,Cheddar Cheese,33
2025-01-04,Cheddar Cheese,39
2025-01-05,Cheddar Cheese,29
2025-01-06,Cheddar Cheese,27
2025-01-07,Cheddar Cheese,23
2025-01-08,Cheddar Cheese,16
2025-01-09,Cheddar Cheese,18
2025-01-10,Cheddar Cheese,19
2025-01-11,Cheddar Cheese,15
2025-01-12,Cheddar Cheese,15
2025-01-13,Cheddar Cheese,13
2025-01-14,Cheddar Cheese,13
2025-01-15,Cheddar Cheese,8
2025-01-16,Cheddar Cheese,8
2025-01-17,Cheddar Cheese,8
2025-01-18,Cheddar Cheese,9
2025-01-19,Cheddar Cheese,11
2025-01-20,Cheddar Cheese,6
2025-01-21,Cheddar Cheese,5
2025-01-22,Cheddar Cheese,6
2025-01-23,Cheddar Cheese,5
2025-01-24,Cheddar Cheese,3
2025-01-25,Cheddar Cheese,4
2025-01-26,Cheddar Cheese,4
2025-01-27,Cheddar Cheese,6
2025-01-28,Cheddar Cheese,6
2025-01-29,Cheddar Cheese,2
2025-01-30,Cheddar Cheese,5
2025-01-31,Cheddar Cheese,0
2025-02-01,Cheddar Cheese,0
2025-02-02,Cheddar Cheese,2
2025-02-03,Cheddar Cheese,0
2025-02-04,Cheddar Cheese,2
2025-02-05,Cheddar Cheese,0
2025-02-06,Cheddar Cheese,2
2025-02-07,Cheddar Cheese,0
2025-02-08,Cheddar Cheese,0
2025-02-09,Cheddar Cheese,1
2025-02-10,Cheddar Cheese,0
2025-02-11,Cheddar Cheese,3
2025-02-12,Cheddar Cheese,5
2025-02-13,Cheddar Cheese,1
2025-02-14,Cheddar Cheese,2
2025-02-15,Cheddar Cheese,2
2025-02-16,Cheddar Cheese,0
2025-02-17,Cheddar Cheese,1
2025-02-18,Cheddar Cheese,0
2025-02-19,Cheddar Cheese,0
2025-02-20,Cheddar Cheese,2
2025-02-21,Cheddar Cheese,0
2025-02-22,Cheddar Cheese,0
2025-02-23,Cheddar Cheese,2
2025-02-24,Cheddar Cheese,3
2025-02-25,Cheddar Cheese,1
2025-02-26,Cheddar Cheese,2
2025-02-27,Cheddar Cheese,3
2025-02-28,Cheddar Cheese,2
2025-03-01,Cheddar Cheese,0
2025-03-02,Cheddar Cheese,2
2025-03-03,Cheddar Cheese,2
2025-03-04,Cheddar Cheese,3
2025-03-05,Cheddar Cheese,1
2025-03-06,Cheddar Cheese,4
2025-03-07,Cheddar Cheese,2
2025-03-08,Cheddar Cheese,0
2025-03-09,Cheddar Cheese,1
2025-03-10,Cheddar Cheese,0
2025-03-11,Cheddar Cheese,2
2025-03-12,Cheddar Cheese,4
2025-03-13,Cheddar Cheese,1
2025-03-14,Cheddar Cheese,2
2025-03-15,Cheddar Cheese,2
2025-03-16,Cheddar Cheese,1
2025-03-17,Cheddar Cheese,1
2025-03-18,Cheddar Cheese,0
2025-03-19,Cheddar Cheese,0
2025-03-20,Cheddar Cheese,0
2025-03-21,Cheddar Cheese,0
2025-03-22,Cheddar Cheese,0
2025-03-23,Cheddar Cheese,2
2025-03-24,Cheddar Cheese,0
2025-03-25,Cheddar Cheese,0
2025-03-26,Cheddar Cheese,0
2025-03-27,Cheddar Cheese,2
2025-03-28,Cheddar Cheese,3
2025-03-29,Cheddar Cheese,6
2025-03-30,Cheddar Cheese,3
2025-03-31,Cheddar Cheese,2
2025-04-01,Cheddar Cheese,2
2025-04-02,Cheddar Cheese,0
2025-04-03,Cheddar Cheese,2
2025-04-04,Cheddar Cheese,4
2025-04-05,Cheddar Cheese,1
2025-04-06,Cheddar Cheese,3
2025-04-07,Cheddar Cheese,0
2025-04-08,Cheddar Cheese,4
2025-04-09,Cheddar Cheese,1
2025-04-10,Cheddar Cheese,1
2025-04-11,Cheddar Cheese,0
2025-04-12,Cheddar Cheese,1
2025-04-13,Cheddar Cheese,3
2025-04-14,Cheddar Cheese,1
2025-04-15,Cheddar Cheese,1
2025-04-16,Cheddar Cheese,0
2025-04-17,Cheddar Cheese,0
2025-04-18,Cheddar Cheese,1
2025-04-19,Cheddar Cheese,2
2025-04-20,Cheddar Cheese,2
2025-04-21,Cheddar Cheese,0
2025-04-22,Cheddar Cheese,1
2025-04-23,Cheddar Cheese,1
2025-04-24,Cheddar Cheese,3
2025-04-25,Cheddar Cheese,0
2025-04-26,Cheddar Cheese,1
2025-04-27,Cheddar Cheese,0
2025-04-28,Cheddar Cheese,1
2025-04-29,Cheddar Cheese,0
2025-04-30,Cheddar Cheese,2
2025-05-01,Cheddar Cheese,0
2025-05-02,Cheddar Cheese,2
2025-05-03,Cheddar Cheese,2
2025-05-04,Cheddar Cheese,0
2025-05-05,Cheddar Cheese,1
2025-05-06,Cheddar Cheese,0
2025-05-07,Cheddar Cheese,1
2025-05-08,Cheddar Cheese,0
2025-05-09,Cheddar Cheese,0
2025-05-10,Cheddar Cheese,3
2025-05-11,Cheddar Cheese,0
2025-05-12,Cheddar Cheese,0
2025-05-13,Cheddar Cheese,0
2025-05-14,Cheddar Cheese,0
2025-05-15,Cheddar Cheese,0
2025-05-16,Cheddar Cheese,3
2025-05-17,Cheddar Cheese,0
2025-05-18,Cheddar Cheese,0
2025-05-19,Cheddar Cheese,0
2025-05-20,Cheddar Cheese,0
2025-05-21,Cheddar Cheese,2
2025-05-22,Cheddar Cheese,2
2025-05-23,Cheddar Cheese,2
2025-05-24,Cheddar Cheese,1
2025-05-25,Cheddar Cheese,2
2025-05-26,Cheddar Cheese,0
2025-05-27,Cheddar Cheese,1
2025-05-28,Cheddar Cheese,3
2025-05-29,Cheddar Cheese,1
2025-05-30,Cheddar Cheese,1
2025-05-31,Cheddar Cheese,0
2025-06-01,Cheddar Cheese,1
2025-06-02,Cheddar Cheese,2
2025-06-03,Cheddar Cheese,0
2025-06-04,Cheddar Cheese,2
2025-06-05,Cheddar Cheese,1
2025-06-06,Cheddar Cheese,5
2025-06-07,Cheddar Cheese,0
2025-06-08,Cheddar Cheese,0
2025-06-09,Cheddar Cheese,1
2025-06-10,Cheddar Cheese,3
2025-06-11,Cheddar Cheese,0
2025-06-12,Cheddar Cheese,2
2025-06-13,Cheddar Cheese,0
2025-06-14,Cheddar Cheese,3
2025-06-15,Cheddar Cheese,2
2025-06-16,Cheddar Cheese,2
2025-06-17,Cheddar Cheese,3
2025-06-18,Cheddar Cheese,0
2025-06-19,Cheddar Cheese,2
2025-06-20,Cheddar Cheese,1
2025-06-21,Cheddar Cheese,1
2025-06-22,Cheddar Cheese,3
2025-06-23,Cheddar Cheese,1
2025-06-24,Cheddar Cheese,2
2025-06-25,Cheddar Cheese,1
2025-06-26,Cheddar Cheese,2
2025-06-27,Cheddar Cheese,0
2025-06-28,Cheddar Cheese,1
2025-06-29,Cheddar Cheese,0
2025-06-30,Cheddar Cheese,1
2025-07-01,Cheddar Cheese,2
2025-07-02,Cheddar Cheese,0
2025-07-03,Cheddar Cheese,1
2025-07-04,Cheddar Cheese,0
2025-07-05,Cheddar Cheese,1
2025-07-06,Cheddar Cheese,0
2025-07-07,Cheddar Cheese,0
2025-07-08,Cheddar Cheese,3
2025-07-09,Cheddar Cheese,2
2025-07-10,Cheddar Cheese,0
2025-07-11,Cheddar Cheese,3
2025-07-12,Cheddar Cheese,1
2025-07-13,Cheddar Cheese,1
2025-07-14,Cheddar Cheese,3
2025-07-15,Cheddar Cheese,2
2025-07-16,Cheddar Cheese,0
2025-07-17,Cheddar Cheese,0
2025-07-18,Cheddar Cheese,0
2025-07-19,Cheddar Cheese,0
2025-07-20,Cheddar Cheese,2
2025-07-21,Cheddar Cheese,0
2025-07-22,Cheddar Cheese,1
2025-07-23,Cheddar Cheese,0
2025-07-24,Cheddar Cheese,0
2025-07-25,Cheddar Cheese,4
2025-07-26,Cheddar Cheese,0
2025-07-27,Cheddar Cheese,0
2025-07-28,Cheddar Cheese,5
2025-07-29,Cheddar Cheese,3
2025-07-30,Cheddar Cheese,3
2025-07-31,Cheddar Cheese,0
2025-08-01,Cheddar Cheese,2
2025-08-02,Cheddar Cheese,1
2025-08-03,Cheddar Cheese,3
2025-08-04,Cheddar Cheese,0
2025-08-05,Cheddar Cheese,1
2025-08-06,Cheddar Cheese,4
2025-08-07,Cheddar Cheese,3
2025-08-08,Cheddar Cheese,0
2025-08-09,Cheddar Cheese,3
2025-08-10,Cheddar Cheese,3
2025-08-11,Cheddar Cheese,3
2025-08-12,Cheddar Cheese,2
2025-08-13,Cheddar Cheese,2
2025-08-14,Cheddar Cheese,0
2025-08-15,Cheddar Cheese,2
2025-08-16,Cheddar Cheese,1
2025-08-17,Cheddar Cheese,2
2025-08-18,Cheddar Cheese,3
2025-08-19,Cheddar Cheese,1
2025-08-20,Cheddar Cheese,0
2025-08-21,Cheddar Cheese,0
2025-08-22,Cheddar Cheese,0
2025-08-23,Cheddar Cheese,0
2025-08-24,Cheddar Cheese,2
2025-08-25,Cheddar Cheese,1
2025-08-26,Cheddar Cheese,2
2025-08-27,Cheddar Cheese,3
2025-08-28,Cheddar Cheese,0
2025-08-29,Cheddar Cheese,3
2025-08-30,Cheddar Cheese,1
2025-08-31,Cheddar Cheese,3
2025-09-01,Cheddar Cheese,1
2025-09-02,Cheddar Cheese,0
2025-09-03,Cheddar Cheese,2
2025-09-04,Cheddar Cheese,2
2025-09-05,Cheddar Cheese,4
2025-09-06,Cheddar Cheese,2
2025-09-07,Cheddar Cheese,0
2025-09-08,Cheddar Cheese,2
2025-09-09,Cheddar Cheese,1
2025-09-10,Cheddar Cheese,1
2025-09-11,Cheddar Cheese,0
2025-09-12,Cheddar Cheese,3
2025-09-13,Cheddar Cheese,4
2025-09-14,Cheddar Cheese,2
2025-09-15,Cheddar Cheese,0
2025-09-16,Cheddar Cheese,1
2025-09-17,Cheddar Cheese,2
2025-09-18,Cheddar Cheese,1
2025-09-19,Cheddar Cheese,1
2025-09-20,Cheddar Cheese,4
2025-09-21,Cheddar Cheese,1
2025-09-22,Cheddar Cheese,1
2025-09-23,Cheddar Cheese,0
2025-09-24,Cheddar Cheese,0
2025-09-25,Cheddar Cheese,0
2025-09-26,Cheddar Cheese,3
2025-09-27,Cheddar Cheese,1
2025-09-28,Cheddar Cheese,2
2025-09-29,Cheddar Cheese,4
2025-09-30,Cheddar Cheese,0
2025-10-01,Cheddar Cheese,0
2025-10-02,Cheddar Cheese,3
2025-10-03,Cheddar Cheese,2
2025-10-04,Cheddar Cheese,1
2025-10-05,Cheddar Cheese,0
2025-10-06,Cheddar Cheese,2
2025-10-07,Cheddar Cheese,0
2025-10-08,Cheddar Cheese,0
2025-10-09,Cheddar Cheese,3
2025-10-10,Cheddar Cheese,1
2025-10-11,Cheddar Cheese,0
2025-10-12,Cheddar Cheese,5
2025-10-13,Cheddar Cheese,0
2025-10-14,Cheddar Cheese,5
2025-10-15,Cheddar Cheese,2
2025-10-16,Cheddar Cheese,4
2025-10-17,Cheddar Cheese,1
2025-10-18,Cheddar Cheese,0
2025-10-19,Cheddar Cheese,0
2025-10-20,Cheddar Cheese,0
2025-10-21,Cheddar Cheese,0
2025-10-22,Cheddar Cheese,0
2025-10-23,Cheddar Cheese,3
2025-10-24,Cheddar Cheese,0
2025-10-25,Cheddar Cheese,0
2025-10-26,Cheddar Cheese,4
2025-10-27,Cheddar Cheese,0
2025-10-28,Cheddar Cheese,0
2025-10-29,Cheddar Cheese,2
2025-10-30,Cheddar Cheese,0
2025-10-31,Cheddar Cheese,0
2025-11-01,Cheddar Cheese,1
2025-11-02,Cheddar Cheese,1
2025-11-03,Cheddar Cheese,2
2025-11-04,Cheddar Cheese,3
2025-11-05,Cheddar Cheese,2
2025-11-06,Cheddar Cheese,0
2025-11-07,Cheddar Cheese,0
2025-11-08,Cheddar Cheese,2
2025-11-09,Cheddar Cheese,3
2025-11-10,Cheddar Cheese,0
2025-11-11,Cheddar Cheese,3
2025-11-12,Cheddar Cheese,0
2025-11-13,Cheddar Cheese,1
2025-11-14,Cheddar Cheese,0
2025-11-15,Cheddar Cheese,3
2025-11-16,Cheddar Cheese,2
2025-11-17,Cheddar Cheese,1
2025-11-18,Cheddar Cheese,1
2025-11-19,Cheddar Cheese,1
2025-11-20,Cheddar Cheese,0
2025-11-21,Cheddar Cheese,3
2025-11-22,Cheddar Cheese,6
2025-11-23,Cheddar Cheese,4
2025-11-24,Cheddar Cheese,2
2025-11-25,Cheddar Cheese,3
2025-11-26,Cheddar Cheese,0
2025-11-27,Cheddar Cheese,0
2025-11-28,Cheddar Cheese,0
2025-11-29,Cheddar Cheese,4
2025-11-30,Cheddar Cheese,1
2025-12-01,Cheddar Cheese,0
2025-12-02,Cheddar Cheese,1
2025-12-03,Cheddar Cheese,1
2025-12-04,Cheddar Cheese,2
2025-12-05,Cheddar Cheese,0
2025-12-06,Cheddar Cheese,1
2025-12-07,Cheddar Cheese,0
2025-12-08,Cheddar Cheese,0
2025-12-09,Cheddar Cheese,1
2025-12-10,Cheddar Cheese,0
2025-12-11,Cheddar Cheese,0
2025-12-12,Cheddar Cheese,0
2025-12-13,Cheddar Cheese,3
2025-12-14,Cheddar Cheese,3
2025-12-15,Cheddar Cheese,1
2025-12-16,Cheddar Cheese,3
2025-12-17,Cheddar Cheese,0
2025-12-18,Cheddar Cheese,0
2025-12-19,Cheddar Cheese,0
2025-12-20,Cheddar Cheese,3
2025-12-21,Cheddar Cheese,2
2025-12-22,Cheddar Cheese,4
2025-12-23,Cheddar Cheese,0
2025-12-24,Cheddar Cheese,3
2025-12-25,Cheddar Cheese,2
2025-12-26,Cheddar Cheese,0
2025-12-27,Cheddar Cheese,1
2025-12-28,Cheddar Cheese,2
2025-12-29,Cheddar Cheese,1
2025-12-30,Cheddar Cheese,2
2025-12-31,Cheddar Cheese,3
2025-01-01,Yogurt,34
2025-01-02,Yogurt,25
2025-01-03,Yogurt,31
2025-01-04,Yogurt,27
2025-01-05,Yogurt,30
2025-01-06,Yogurt,31
2025-01-07,Yogurt,15
2025-01-08,Yogurt,17
2025-01-09,Yogurt,14
2025-01-10,Yogurt,19
2025-01-11,Yogurt,14
2025-01-12,Yogurt,14
2025-01-13,Yogurt,13
2025-01-14,Yogurt,11
2025-01-15,Yogurt,7
2025-01-16,Yogurt,5
2025-01-17,Yogurt,6
2025-01-18,Yogurt,7
2025-01-19,Yogurt,5
2025-01-20,Yogurt,1
2025-01-21,Yogurt,6
2025-01-22,Yogurt,5
2025-01-23,Yogurt,6
2025-01-24,Yogurt,1
2025-01-25,Yogurt,1
2025-01-26,Yogurt,1
2025-01-27,Yogurt,3
2025-01-28,Yogurt,2
2025-01-29,Yogurt,0
2025-01-30,Yogurt,0
2025-01-31,Yogurt,0
2025-02-01,Yogurt,0
2025-02-02,Yogurt,1
2025-02-03,Yogurt,3
2025-02-04,Yogurt,1
2025-02-05,Yogurt,0
2025-02-06,Yogurt,3
2025-02-07,Yogurt,1
2025-02-08,Yogurt,0
2025-02-09,Yogurt,0
2025-02-10,Yogurt,1
2025-02-11,Yogurt,1
2025-02-12,Yogurt,2
2025-02-13,Yogurt,1
2025-02-14,Yogurt,0
2025-02-15,Yogurt,4
2025-02-16,Yogurt,1
2025-02-17,Yogurt,0
2025-02-18,Yogurt,3
2025-02-19,Yogurt,2
2025-02-20,Yogurt,3
2025-02-21,Yogurt,1
2025-02-22,Yogurt,3
2025-02-23,Yogurt,4
2025-02-24,Yogurt,0
2025-02-25,Yogurt,0
2025-02-26,Yogurt,1
2025-02-27,Yogurt,3
2025-02-28,Yogurt,0
2025-03-01,Yogurt,2
2025-03-02,Yogurt,0
2025-03-03,Yogurt,0
2025-03-04,Yogurt,1
2025-03-05,Yogurt,1
2025-03-06,Yogurt,0
2025-03-07,Yogurt,0
2025-03-08,Yogurt,1
2025-03-09,Yogurt,0
2025-03-10,Yogurt,2
2025-03-11,Yogurt,3
2025-03-12,Yogurt,1
2025-03-13,Yogurt,0
2025-03-14,Yogurt,0
2025-03-15,Yogurt,3
2025-03-16,Yogurt,0
2025-03-17,Yogurt,0
2025-03-18,Yogurt,0
2025-03-19,Yogurt,2
2025-03-20,Yogurt,0
2025-03-21,Yogurt,1
